nome,indirizzo,href,rating_globale,n_valutazioni,n_aree,aree_specialistiche,rating_dimensioni_json,rating_per_area_json
Ospedale di Edolo - ASST Valcamonica,"Piazza Donatori di Sangue, 1 - 25048
Edolo (BS)",https://www.micuro.it/strutture/ospedale-di-edolo,4.8,3.0,7,"Chirurgia Generale, Medicina Interna - Generale, Ortopedia e Traumatologia, Pronto soccorso, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica, Servizi Territoriali","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 4.3, ""Rispetto della privacy"": 4.3, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0}","{""Pronto soccorso"": 5.0, ""Radiologia e Diagnostica per Immagini"": 5.0}"
Villa Beretta di Costa Masnaga,"Via Nazario Sauro, 17 - 23845
Costa Masnaga (LC)",https://www.micuro.it/strutture/villa-beretta,4.8,1.0,4,"Neurologia, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica, Servizi Territoriali","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 3.0}",{}
Ospedale di Circolo e Fondazione Macchi di Varese - ASST Sette Laghi,"Viale Luigi Borri, 57 - 21100
Varese (VA)",https://www.micuro.it/strutture/ospedale-di-circolo-e-fondazione-macchi,4.7,20.0,55,"Anatomia Patologica, Astanteria - Degenza Breve, Cardiochirurgia, Cardiologia, Chirurgia Generale, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Chirurgia Vertebrale, Cure Palliative - Hospice, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Emodialisi, Endocrinologia e Diabetologia, Fisiopatologia della Riproduzione - PMA, Gastroenterologia, Geriatria, Ginecologia, Malattie Infettive e Tropicali, Medicina dei Trapianti, Medicina del Lavoro, Medicina Interna - Generale, Medicina Nucleare, Nefrologia, Neonatologia, Neurochirurgia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Terapia Intensiva, Terapia Intensiva Neonatale, Tossicologia, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia, Urologia Pediatrica","{""Da consigliare a parenti e amici"": 4.8, ""Pulizia"": 4.8, ""Rispetto della privacy"": 4.8, ""Qualità dell'ospitalità e della struttura"": 4.9, ""Disponibilità e gentilezza del personale medico"": 4.8, ""Disponibilità e gentilezza del personale non medico"": 4.9, ""Chiarezza delle informazioni mediche ricevute"": 4.8, ""Chiarezza delle informazioni amministrative e organizzative"": 4.7, ""Qualità dei pasti"": 4.2, ""Gestione delle visite dei parenti"": 4.6}","{""Cardiochirurgia"": 5.0, ""Chirurgia Generale"": 5.0, ""Chirurgia Plastica e Medicina Estetica"": 5.0, ""Chirurgia Toracica"": 5.0, ""Oculistica"": 5.0, ""Otorinolaringoiatria"": 5.0, ""Pronto soccorso"": 5.0, ""Riabilitazione Ortopedica"": 5.0, ""Senologia"": 5.0}"
Ospedale di Somma Lombardo - ASST Valle Olona,"Via Ospedale, 3 - 21019
Somma Lombardo (VA)",https://www.micuro.it/strutture/ospedale-a-bellini,4.7,2.0,6,"Analisi di Laboratorio, Medicina Interna - Generale, Oculistica, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 4.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 4.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.0}","{""Analisi di Laboratorio"": 5.0}"
Ospedale Papa Giovanni XXIII di Bergamo - ASST Papa Giovanni XXIII,"Piazza Oms, 1 - 24127
Bergamo (BG)",https://www.micuro.it/strutture/ospedale-papa-giovanni-xxiii,4.6,47.0,63,"Anatomia Patologica, Cardiochirurgia, Cardiochirurgia Pediatrica, Cardiologia, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Pediatrica, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Cure Palliative - Hospice, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Emodialisi, Endocrinologia e Diabetologia, Farmacologia Clinica, Fisiopatologia della Riproduzione - PMA, Gastroenterologia, Geriatria, Ginecologia, Malattie Infettive e Tropicali, Medicina dei Trapianti, Medicina del Lavoro, Medicina Interna - Generale, Medicina Nucleare, Medicina Sportiva, Nefrologia, Neonatologia, Neurochirurgia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncoematologia, Oncoematologia Pediatrica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso ginecologico, Pronto soccorso oftalmico, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Terapia Intensiva, Terapia Intensiva Neonatale, Tossicologia, Unità Coronarica - Unità Intensiva Cardiologica, Unità Spinale, Urologia e Andrologia, Urologia Pediatrica","{""Da consigliare a parenti e amici"": 4.7, ""Pulizia"": 4.6, ""Rispetto della privacy"": 4.5, ""Qualità dell'ospitalità e della struttura"": 4.7, ""Disponibilità e gentilezza del personale medico"": 4.7, ""Disponibilità e gentilezza del personale non medico"": 4.5, ""Chiarezza delle informazioni mediche ricevute"": 4.5, ""Chiarezza delle informazioni amministrative e organizzative"": 4.4, ""Qualità dei pasti"": 4.3, ""Gestione delle visite dei parenti"": 4.4}","{""Cardiochirurgia"": 5.0, ""Cardiochirurgia Pediatrica"": 5.0, ""Cardiologia"": 5.0, ""Chirurgia Pediatrica"": 5.0, ""Chirurgia Vascolare"": 5.0, ""Ematologia e Immunoematologia"": 5.0, ""Endocrinologia e Diabetologia"": 4.3, ""Fisiopatologia della Riproduzione - PMA"": 5.0, ""Gastroenterologia"": 5.0, ""Ginecologia"": 5.0, ""Malattie Infettive e Tropicali"": 5.0, ""Medicina dei Trapianti"": 5.0, ""Medicina Interna - Generale"": 5.0, ""Neonatologia"": 5.0, ""Neurochirurgia"": 3.7, ""Neurologia d'urgenza e Stroke Unit"": 5.0, ""Oncologia"": 5.0, ""Otorinolaringoiatria"": 5.0, ""Pronto soccorso"": 5.0, ""Pronto soccorso ginecologico"": 4.5, ""Pronto soccorso pediatrico"": 5.0, ""Psichiatria e Psicologia"": 5.0, ""Senologia"": 5.0, ""Terapia Intensiva"": 5.0, ""Terapia Intensiva Neonatale"": 5.0, ""Unità Coronarica - Unità Intensiva Cardiologica"": 5.0}"
Ospedale Niguarda di Milano - ASST Grande Ospedale Metropolitano Niguarda,"Piazza Ospedale Maggiore, 3 - 20162
Milano (MI)",https://www.micuro.it/strutture/ospedale-niguarda-ca-granda,4.6,16.0,61,"Allergologia, Analisi di Laboratorio, Anatomia Patologica, Angiologia, Cardiochirurgia, Cardiochirurgia Pediatrica, Cardiologia, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Pediatrica, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Cure Palliative - Hospice, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Fisiopatologia della Riproduzione - PMA, Gastroenterologia, Genetica, Ginecologia, Grandi Ustioni, Lungodegenti, Malattie Infettive e Tropicali, Medicina dei Trapianti, Medicina Interna - Generale, Medicina Nucleare, Nefrologia, Neonatologia, Neurochirurgia, Neurochirurgia Pediatrica, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso ginecologico, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Terapia Intensiva, Terapia Intensiva Neonatale, Unità Coronarica - Unità Intensiva Cardiologica, Unità Spinale, Urologia e Andrologia, Urologia Pediatrica","{""Da consigliare a parenti e amici"": 4.7, ""Pulizia"": 4.9, ""Rispetto della privacy"": 4.7, ""Qualità dell'ospitalità e della struttura"": 4.6, ""Disponibilità e gentilezza del personale medico"": 4.5, ""Disponibilità e gentilezza del personale non medico"": 4.6, ""Chiarezza delle informazioni mediche ricevute"": 4.5, ""Chiarezza delle informazioni amministrative e organizzative"": 4.6, ""Qualità dei pasti"": 4.4, ""Gestione delle visite dei parenti"": 4.5}","{""Chirurgia Generale"": 5.0, ""Ematologia e Immunoematologia"": 5.0, ""Endocrinologia e Diabetologia"": 5.0, ""Gastroenterologia"": 5.0, ""Ginecologia"": 5.0, ""Medicina Nucleare"": 5.0, ""Neurochirurgia"": 5.0, ""Neurologia"": 5.0, ""Oncologia"": 5.0, ""Pronto soccorso"": 5.0, ""Radiologia e Diagnostica per Immagini"": 5.0, ""Reumatologia"": 5.0, ""Unità Spinale"": 5.0}"
Presidio Ospedaliero di Rho - ASST Rhodense,"Corso Europa, 250 - 20017
Rho (MI)",https://www.micuro.it/strutture/ospedale-g-salvini-ospedale-di-circolo,4.6,9.0,23,"Anatomia Patologica, Cardiologia, Chirurgia Generale, Cure Palliative - Hospice, Elettrofisiologia e Emodinamica, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Neonatologia, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Pediatria, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Senologia, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 4.8, ""Pulizia"": 4.7, ""Rispetto della privacy"": 4.8, ""Qualità dell'ospitalità e della struttura"": 4.2, ""Disponibilità e gentilezza del personale medico"": 4.9, ""Disponibilità e gentilezza del personale non medico"": 4.3, ""Chiarezza delle informazioni mediche ricevute"": 4.8, ""Chiarezza delle informazioni amministrative e organizzative"": 4.4, ""Qualità dei pasti"": 3.8, ""Gestione delle visite dei parenti"": 4.9}","{""Oncologia"": 5.0, ""Ortopedia e Traumatologia"": 5.0, ""Ostetricia"": 5.0, ""Terapia Intensiva"": 5.0}"
Fondazione IRCCS Istituto Neurologico Carlo Besta di Milano,"Via Celoria, 11 - 20133
Milano (MI)",https://www.micuro.it/strutture/istituto-neurologico-carlo-besta,4.6,6.0,8,"Medicina Interna - Generale, Neurochirurgia, Neurologia, Neuropsichiatria Infantile, Radiologia e Diagnostica per Immagini, Radioterapia, Riabilitazione Neurologica, Terapia Intensiva","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 4.4, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 4.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 4.2, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.8, ""Qualità dei pasti"": 4.0, ""Gestione delle visite dei parenti"": 4.8}","{""Neurochirurgia"": 5.0, ""Neurologia"": 5.0}"
Ospedale Luini Confalonieri di Luino - ASST Sette Laghi,"Via Forlanini, 6 - 21016
Luino (VA)",https://www.micuro.it/strutture/ospedale-luini-confalonieri,4.6,2.0,7,"Chirurgia Generale, Gastroenterologia, Medicina Interna - Generale, Ortopedia e Traumatologia, Pronto soccorso, Radiologia e Diagnostica per Immagini, Servizi Territoriali","{""Da consigliare a parenti e amici"": 4.5, ""Pulizia"": 4.5, ""Rispetto della privacy"": 4.5, ""Qualità dell'ospitalità e della struttura"": 4.5, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.5, ""Qualità dei pasti"": 3.0, ""Gestione delle visite dei parenti"": 4.0}","{""Gastroenterologia"": 5.0, ""Ortopedia e Traumatologia"": 4.0}"
Humanitas Research Hospital di Rozzano,"Via Alessandro Manzoni, 56 - 20089
Rozzano (MI)",https://www.micuro.it/strutture/istituto-clinico-humanitas,4.5,52.0,55,"Allergologia, Analisi di Laboratorio, Anatomia Patologica, Angiologia, Cardiochirurgia, Cardiologia, Check Up, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Cure Palliative - Hospice, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Fisiopatologia della Riproduzione - PMA, Gastroenterologia, Geriatria, Ginecologia, Immunologia, Malattie Infettive e Tropicali, Medicina dei Trapianti, Medicina Interna - Generale, Medicina Nucleare, Medicina Sportiva, Nefrologia, Neurochirurgia, Neurologia, Neurologia d'urgenza e Stroke Unit, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Oncologica, Riabilitazione Ortopedica, Senologia, Servizi domiciliari, Servizi Territoriali, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 4.6, ""Pulizia"": 4.7, ""Rispetto della privacy"": 4.7, ""Qualità dell'ospitalità e della struttura"": 4.7, ""Disponibilità e gentilezza del personale medico"": 4.5, ""Disponibilità e gentilezza del personale non medico"": 4.7, ""Chiarezza delle informazioni mediche ricevute"": 4.5, ""Chiarezza delle informazioni amministrative e organizzative"": 4.4, ""Qualità dei pasti"": 4.0, ""Gestione delle visite dei parenti"": 4.5}","{""Chirurgia Plastica e Medicina Estetica"": 1.0, ""Nefrologia"": 5.0, ""Neurochirurgia"": 5.0, ""Oncologia"": 2.0, ""Ortopedia e Traumatologia"": 5.0, ""Urologia e Andrologia"": 5.0}"
Ospedale M. O. A. Locatelli di Piario - ASST Bergamo Est,"Via Groppini, 22 - 24020
Piario (BG)",https://www.micuro.it/strutture/ospedale-m-o-a-locatelli,4.5,2.0,16,"Chirurgia Generale, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Neuropsichiatria Infantile, Oncologia, Ortopedia e Traumatologia, Ostetricia, Pediatria, Pneumologia, Pronto soccorso, Radiologia e Diagnostica per Immagini, Senologia, Servizi Territoriali","{""Da consigliare a parenti e amici"": 4.5, ""Pulizia"": 5.0, ""Rispetto della privacy"": 4.5, ""Qualità dell'ospitalità e della struttura"": 4.5, ""Disponibilità e gentilezza del personale medico"": 4.5, ""Disponibilità e gentilezza del personale non medico"": 4.5, ""Chiarezza delle informazioni mediche ricevute"": 4.5, ""Chiarezza delle informazioni amministrative e organizzative"": 4.5, ""Qualità dei pasti"": 4.5, ""Gestione delle visite dei parenti"": 4.0}",{}
Ospedale Uboldo di Cernusco sul Naviglio - ASST Melegnano e Martesana,"Via Uboldo, 21 - 20063
Cernusco sul Naviglio (MI)",https://www.micuro.it/strutture/ospedale-uboldo,4.5,1.0,16,"Cardiologia, Chirurgia Generale, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Nefrologia, Neurologia, Oculistica, Ortopedia e Traumatologia, Pediatria, Pronto soccorso, Pronto soccorso pediatrico, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 3.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 2.0}","{""Nefrologia"": 5.0}"
Fondazione IRCCS San Gerardo dei Tintori di Monza - ATS Brianza,"Via Pergolesi, 33 - 20900
Monza (MB)",https://www.micuro.it/strutture/ospedale-san-gerardo,4.4,23.0,55,"Analisi di Laboratorio, Anatomia Patologica, Angiologia, Cardiochirurgia, Cardiologia, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Cure Palliative - Hospice, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Genetica, Geriatria, Ginecologia, Malattie Infettive e Tropicali, Medicina dei Trapianti, Medicina del Lavoro, Medicina Interna - Generale, Medicina Nucleare, Nefrologia, Neonatologia, Neurochirurgia, Neurologia, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso ginecologico, Pronto soccorso oftalmico, Pronto soccorso ortopedico, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Terapia Intensiva, Terapia Intensiva Neonatale, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 4.6, ""Pulizia"": 4.5, ""Rispetto della privacy"": 4.6, ""Qualità dell'ospitalità e della struttura"": 4.2, ""Disponibilità e gentilezza del personale medico"": 4.6, ""Disponibilità e gentilezza del personale non medico"": 4.3, ""Chiarezza delle informazioni mediche ricevute"": 4.4, ""Chiarezza delle informazioni amministrative e organizzative"": 4.0, ""Qualità dei pasti"": 3.9, ""Gestione delle visite dei parenti"": 4.6}","{""Cardiochirurgia"": 5.0, ""Cardiologia"": 5.0, ""Chirurgia Plastica e Medicina Estetica"": 5.0, ""Chirurgia Vascolare"": 5.0, ""Gastroenterologia"": 5.0, ""Nefrologia"": 5.0, ""Neurologia"": 5.0, ""Oculistica"": 4.0, ""Ortopedia e Traumatologia"": 5.0, ""Ostetricia"": 2.0, ""Pronto soccorso oftalmico"": 4.0}"
Fondazione Istituto Neurologico Mondino di Pavia,"Via Mondino, 2 - 27100
Pavia (PV)",https://www.micuro.it/strutture/fondazione-istituto-neurologico-c-mondino,4.4,12.0,17,"Analisi di Laboratorio, Angiologia, Cardiologia, Chirurgia Generale, Lungodegenti, Neurochirurgia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Otorinolaringoiatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi Territoriali","{""Da consigliare a parenti e amici"": 4.9, ""Pulizia"": 4.3, ""Rispetto della privacy"": 4.6, ""Qualità dell'ospitalità e della struttura"": 4.5, ""Disponibilità e gentilezza del personale medico"": 4.7, ""Disponibilità e gentilezza del personale non medico"": 4.8, ""Chiarezza delle informazioni mediche ricevute"": 4.4, ""Chiarezza delle informazioni amministrative e organizzative"": 4.1, ""Qualità dei pasti"": 3.5, ""Gestione delle visite dei parenti"": 4.3}","{""Neurologia"": 5.0}"
Ospedale Maggiore di Lodi - ASST Lodi,"Via Donatori del sangue, 1 - 26900
Lodi (LO)",https://www.micuro.it/strutture/ospedale-maggiore-lodi,4.4,10.0,38,"Anatomia Patologica, Cardiologia, Chirurgia Generale, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Cure Palliative - Hospice, Dermatologia, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Ginecologia, Medicina Interna - Generale, Nefrologia, Neonatologia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Ortopedica, Senologia, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 4.5, ""Pulizia"": 4.4, ""Rispetto della privacy"": 4.5, ""Qualità dell'ospitalità e della struttura"": 4.7, ""Disponibilità e gentilezza del personale medico"": 4.7, ""Disponibilità e gentilezza del personale non medico"": 4.7, ""Chiarezza delle informazioni mediche ricevute"": 4.6, ""Chiarezza delle informazioni amministrative e organizzative"": 4.0, ""Qualità dei pasti"": 3.5, ""Gestione delle visite dei parenti"": 4.1}","{""Chirurgia Vascolare"": 5.0, ""Medicina Interna - Generale"": 3.0, ""Oncologia"": 5.0, ""Ortopedia e Traumatologia"": 5.0, ""Ostetricia"": 5.0, ""Pneumologia"": 5.0, ""Senologia"": 4.5}"
Centro Cardiologico Monzino di Milano,"Via Carlo Parea, 4 - 20138
Milano (MI)",https://www.micuro.it/strutture/centro-cardiologico-monzino,4.4,9.0,18,"Analisi di Laboratorio, Angiologia, Cardiochirurgia, Cardiologia, Chirurgia Vascolare, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Medicina Interna - Generale, Neurologia, Pensionanti, Pneumologia, Pronto soccorso, Pronto soccorso cardiologico, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica","{""Da consigliare a parenti e amici"": 4.1, ""Pulizia"": 4.2, ""Rispetto della privacy"": 4.3, ""Qualità dell'ospitalità e della struttura"": 4.2, ""Disponibilità e gentilezza del personale medico"": 4.4, ""Disponibilità e gentilezza del personale non medico"": 4.6, ""Chiarezza delle informazioni mediche ricevute"": 4.4, ""Chiarezza delle informazioni amministrative e organizzative"": 4.0, ""Qualità dei pasti"": 4.0, ""Gestione delle visite dei parenti"": 4.7}","{""Cardiochirurgia"": 5.0, ""Cardiologia"": 4.7, ""Chirurgia Vascolare"": 5.0, ""Pensionanti"": 5.0, ""Pronto soccorso"": 5.0, ""Pronto soccorso cardiologico"": 5.0, ""Riabilitazione Ortopedica"": 5.0, ""Terapia Intensiva"": 5.0, ""Unità Coronarica - Unità Intensiva Cardiologica"": 5.0}"
Humanitas Gavazzeni di Bergamo,"Via Mauro Gavazzeni, 21 - 24125
Bergamo (BG)",https://www.micuro.it/strutture/humanitas-gavazzeni,4.4,7.0,47,"Allergologia, Analisi di Laboratorio, Angiologia, Cardiochirurgia, Cardiologia, Check Up, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Chirurgia Vertebrale, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Ginecologia, Immunologia, Malattie Infettive e Tropicali, Medicina Interna - Generale, Medicina Nucleare, Medicina Sportiva, Nefrologia, Neurologia, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pneumologia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Servizi Territoriali, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 4.1, ""Pulizia"": 4.7, ""Rispetto della privacy"": 4.4, ""Qualità dell'ospitalità e della struttura"": 4.4, ""Disponibilità e gentilezza del personale medico"": 4.3, ""Disponibilità e gentilezza del personale non medico"": 4.4, ""Chiarezza delle informazioni mediche ricevute"": 4.1, ""Chiarezza delle informazioni amministrative e organizzative"": 4.0, ""Qualità dei pasti"": 4.7, ""Gestione delle visite dei parenti"": 4.7}","{""Ortopedia e Traumatologia"": 5.0, ""Riabilitazione Ortopedica"": 5.0, ""Senologia"": 5.0}"
Presidio Ospedaliero San Leopoldo Mandic di Merate - ASST Lecco,"Largo Mandic, 1 - 23807
Merate (LC)",https://www.micuro.it/strutture/presidio-ospedaliero-san-leopoldo-mandic-presidio-di-merate,4.4,2.0,31,"Anatomia Patologica, Cardiochirurgia, Cardiologia, Chirurgia Generale, Dermatologia, Ematologia e Immunoematologia, Gastroenterologia, Geriatria, Ginecologia, Medicina Interna - Generale, Neonatologia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Unità Coronarica - Unità Intensiva Cardiologica","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 4.5, ""Rispetto della privacy"": 4.5, ""Qualità dell'ospitalità e della struttura"": 4.5, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 4.0, ""Chiarezza delle informazioni mediche ricevute"": 4.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.0, ""Qualità dei pasti"": 4.0, ""Gestione delle visite dei parenti"": 4.0}",{}
