NOME_STRUTTURA,ASST,INDIRIZZO,RATING_GLOBALE,N_VALUTAZIONI,N_AREE,AREE_SPECIALISTICHE,RATING_DIMENSIONI_JSON,RATING_PER_AREA_JSON,TIPO,CLASSIFICAZIONE,COMUNE,PROVINCIA,LATITUDINE,LONGITUDINE
EUGENIO MEDEA - POLO SCIENTIFICO DI BOSISIO PARINI,,"VIA DON LUIGI MONZA, 20 - BOSISIO PARINI (LC)",,0.0,4.0,"['NEUROLOGIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI']",{},{},OSPEDALE,SPOKE,BOSISIO PARINI,LC,45.7881165,9.2892625
G.B. MANGIONI HOSPITAL DI LECCO - GVM CARE & RESEARCH,,"VIA LEONARDO DA VINCI, 49 - LECCO (LC)",,0.0,31.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANATOMIA PATOLOGICA', 'ANGIOLOGIA', 'CARDIOLOGIA', 'CHECK UP', 'CHIRURGIA GENERALE', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'LUNGODEGENTI', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEUROLOGIA', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI DOMICILIARI', 'SERVIZI TERRITORIALI', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,LECCO,LC,45.6768906,9.4438072
ICS MAUGERI LISSONE,,"VIA MONSIGNORE BERNASCONI, 16 - LISSONE (MB)",,0.0,32.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANGIOLOGIA', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,LISSONE,MB,45.6201773,9.2383956
IRCCS ISTITUTO CENTRO SAN GIOVANNI DI DIO FATEBENEFRATELLI DI BRESCIA,,"VIA PILASTRONI, 4 - BRESCIA (BS)",,0.0,3.0,"['GERIATRIA', 'NEUROLOGIA', 'PSICHIATRIA E PSICOLOGIA']",{},{},OSPEDALE,SPOKE,BRESCIA,BS,45.5238812,10.2025689
IRCCS MAUGERI CASTEL GOFFREDO,,"VIA OSPEDALE, 36 -  CASTEL GOFFREDO (MN)",,0.0,34.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANGIOLOGIA', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHECK UP', 'CHIRURGIA GENERALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'LUNGODEGENTI', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,CASTEL GOFFREDO,MN,45.3013083,10.4785441
IRCCS MAUGERI MONTESCANO,,"VIA PER MONTESCANO, 35 - MONTESCANO (PV)",,0.0,32.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANGIOLOGIA', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHECK UP', 'CHIRURGIA GENERALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,MONTESCANO,PV,45.0325518,9.2818479
OSPEDALE BRIOLINI DI GAZZANIGA,ASST BERGAMO EST,"VIA MANZONI, 130 - GAZZANIGA (BG)",,0.0,15.0,"['ANALISI DI LABORATORIO', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI']",{},{},OSPEDALE,SPOKE,GAZZANIGA,BG,45.7949058,9.8295956
OSPEDALE CAUSA PIA LUVINI DI CITTIGLIO,ASST SETTE LAGHI,"VIA LUVINI, 1 - CITTIGLIO (VA)",,0.0,18.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEUROLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'SERVIZI TERRITORIALI']",{},{},OSPEDALE,SPOKE,CITTIGLIO,VA,45.8936971,8.6681189
OSPEDALE CIVILE DI ISEO,ASST FRANCIACORTA,"VIA GIARDINI GARIBALDI, 7 - ISEO (BS)",,0.0,22.0,"['ANALISI DI LABORATORIO', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEONATOLOGIA', 'NEUROLOGIA', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,ISEO,BS,45.6632271,10.0521706
OSPEDALE CIVILE DI SALÒ,ASST GARDA,"PIAZZA BRESCIANI, 5 - SALÒ (BS)",,0.0,8.0,"['CARDIOLOGIA', 'DERMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GINECOLOGIA', 'NEUROLOGIA', 'OCULISTICA', 'OTORINOLARINGOIATRIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI']",{},{},OSPEDALE,SPOKE,SALÒ,BS,45.6051758,10.5223809
OSPEDALE CIVILE DI VOLTA MANTOVANA,,"VIA TONELLO, 5 - VOLTA MANTOVANA (MN)",,0.0,15.0,"['ANALISI DI LABORATORIO', 'ANGIOLOGIA', 'CARDIOLOGIA', 'CHECK UP', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'GASTROENTEROLOGIA', 'NEUROLOGIA', 'OCULISTICA', 'ORTOPEDIA E TRAUMATOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI']",{},{},OSPEDALE,SPOKE,VOLTA MANTOVANA,MN,45.3252536,10.6578651
OSPEDALE CROTTA OLTROCCHI DI VAPRIO D'ADDA,ASST MELEGNANO E MARTESANA,"VIA DON MOLETTA, 22 - VAPRIO D'ADDA (MI)",,0.0,5.0,"['CHIRURGIA GENERALE', 'MEDICINA INTERNA - GENERALE', 'NEUROLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'TERAPIA INTENSIVA']",{},{},OSPEDALE,SPOKE,VAPRIO D'ADDA,MI,45.5744985,9.5273923
OSPEDALE DI CARATE BRIANZA,ASST BRIANZA,"VIA MOSÈ BIANCHI, 9 - CARATE BRIANZA (MB)",,0.0,20.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'FISIOPATOLOGIA DELLA RIPRODUZIONE - PMA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEONATOLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'ONCOLOGIA', 'OSTETRICIA', 'PEDIATRIA', 'PRONTO SOCCORSO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,CARATE BRIANZA,MB,45.6708272,9.246401
OSPEDALE DI CHIAVENNA,ASST VALTELLINA E ALTO LARIO,"VIA CERERIA, 4 - CHIAVENNA (SO)",,0.0,15.0,"['CHIRURGIA GENERALE', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEONATOLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'TERAPIA INTENSIVA']",{},{},OSPEDALE,SPOKE,CHIAVENNA,SO,46.3217722,9.3998553
OSPEDALE DI CUASSO AL MONTE,ASST SETTE LAGHI,"VIA IMBORGNANA, 7 - CUASSO AL MONTE (VA)",,0.0,5.0,"['PNEUMOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI']",{},{},OSPEDALE,SPOKE,CUASSO AL MONTE,VA,45.9072714,8.8570045
OSPEDALE DI LENO,ASST GARDA,"PIAZZA DONATORI DI SANGUE, 1 - LENO (BS)",,0.0,11.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GINECOLOGIA', 'OCULISTICA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA']",{},{},OSPEDALE,SPOKE,LENO,BS,45.3644372,10.2163471
OSPEDALE DI VIADANA,ASST MANTOVA,"LARGO DE GASPERI, 5/7 - VIADANA (MN)",,0.0,1.0,['RIABILITAZIONE ORTOPEDICA'],{},{},OSPEDALE,SPOKE,VIADANA,MN,44.926087,10.5223688
OSPEDALE DI VIZZOLO PREDABISSI,ASST MELEGNANO E MARTESANA,"VIA PANDINA, 1 - VIZZOLO PREDABISSI (MI)",,0.0,29.0,"['ANATOMIA PATOLOGICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,VIZZOLO PREDABISSI,MI,45.3582982,9.3407637
OSPEDALE PASSI DI CALCINATE,ASST BERGAMO EST,"PIAZZALE OSPEDALE, 3 - CALCINATE (BG)",,0.0,4.0,"['ANALISI DI LABORATORIO', 'PRONTO SOCCORSO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'SERVIZI TERRITORIALI']",{},{},OSPEDALE,SPOKE,CALCINATE,BG,45.6205428,9.7974627
OSPEDALE SAN MARTINO DI MEDE,ASST PAVIA,"VIALE DEI MILLE, 23 - MEDE (PV)",,0.0,17.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CURE PALLIATIVE - HOSPICE', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEUROLOGIA', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,MEDE,PV,45.0923474,8.7315943
OSPEDALE SANTA MARTA DI RIVOLTA D'ADDA,ASST CREMA,"VIALE MONTE GRAPPA, 15 - RIVOLTA D'ADDA (CR)",,0.0,6.0,"['GASTROENTEROLOGIA', 'NEUROLOGIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'SERVIZI TERRITORIALI']",{},{},OSPEDALE,SPOKE,RIVOLTA D'ADDA,CR,45.4692407,9.5149233
OSPEDALE SANTI BENEDETTO E GELTRUDE DI CUGGIONO,ASST OVEST MILANESE,"VIA BADI, 4 - CUGGIONO (MI)",,0.0,13.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'MALATTIE INFETTIVE E TROPICALI', 'NEUROPSICHIATRIA INFANTILE', 'ONCOLOGIA', 'OTORINOLARINGOIATRIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'SERVIZI TERRITORIALI']",{},{},OSPEDALE,SPOKE,CUGGIONO,MI,45.5096917,8.8223357
OSPEDALE SANTI CAPITANIO E GEROSA DI LOVERE,ASST BERGAMO EST,"VIA MARTINOLI, 9/A - LOVERE (BG)",,0.0,17.0,"['ANALISI DI LABORATORIO', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PRONTO SOCCORSO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,LOVERE,BG,45.8166408,10.071838
OSPEDALE SS. ANNUNZIATA DI VARZI,ASST PAVIA,"VIA REPETTI, 2 - VARZI (PV)",,0.0,15.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'OCULISTICA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,VARZI,PV,44.8253762,9.19025
OSPEDALE VILLA DEI COLLI DI LONATO DEL GARDA,ASST GARDA,"VIA ARRIGA ALTA, 11 - LONATO DEL GARDA (BS)",,0.0,4.0,"['NEUROLOGIA', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA']",{},{},OSPEDALE,SPOKE,LONATO DEL GARDA,BS,45.4571342,10.4958144
OSPEDALE ZAPPATONI DI CASSANO D'ADDA,ASST MELEGNANO E MARTESANA,"VIA QUINTINO DI VONA, 41 - CASSANO D'ADDA (MI)",,0.0,6.0,"['CARDIOLOGIA', 'OCULISTICA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA']",{},{},OSPEDALE,SPOKE,CASSANO D'ADDA,MI,45.5158233,9.5095252
PRESIDIO OSPEDALIERO DI MONTICHIARI,ASST SPEDALI CIVILI,"VIA CIOTTI, 154 - MONTICHIARI (BS)",,0.0,21.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'FISIOPATOLOGIA DELLA RIPRODUZIONE - PMA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'MEDICINA SPORTIVA', 'NEFROLOGIA', 'NEUROLOGIA', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,MONTICHIARI,BS,45.4104244,10.4087873
PRESIDIO OSPEDALIERO TERRITORIALE (POT) DI MORBEGNO,ASST VALTELLINA E ALTO LARIO,"VIA MORELLI, 1 - MORBEGNO (SO)",,0.0,12.0,"['ANALISI DI LABORATORIO', 'CURE PALLIATIVE - HOSPICE', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'MEDICINA INTERNA - GENERALE', 'ODONTOIATRIA E STOMATOLOGIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'TERAPIA INTENSIVA']",{},{},OSPEDALE,SPOKE,MORBEGNO,SO,46.1336867,9.5734515
PRESIDIO OSPEDALIERO TRIBANDI PAVONI DI ORZINUOVI,ASST FRANCIACORTA,"VIALE FRANCESCO CRISPI, 4 - ORZINUOVI (BS)",,0.0,17.0,"['ANALISI DI LABORATORIO', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CURE PALLIATIVE - HOSPICE', 'DERMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GINECOLOGIA', 'NEUROLOGIA', 'OCULISTICA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,ORZINUOVI,BS,45.4017602,9.9265848
PRESIDIO RIABILITATIVO MULTIFUNZIONALE DON PRIMO MAZZOLARI DI BOZZOLO,ASST MANTOVA,"VIA XXV APRILE, 71 - BOZZOLO (MN)",,0.0,2.0,"['RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA']",{},{},OSPEDALE,SPOKE,BOZZOLO,MN,45.1025433,10.4780175
PRESIDIO RIABILITATIVO UMBERTO I DI BELLANO,ASST LECCO,"VIA CARLO ALBERTO, 25 - BELLANO (LC)",,0.0,10.0,"['CARDIOLOGIA', 'DERMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'OCULISTICA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE ORTOPEDICA', 'UROLOGIA E ANDROLOGIA']",{},{},OSPEDALE,SPOKE,BELLANO,LC,46.0475515,9.3058267
CASA DI COMUNITÀ GIUDITTA VIMERCATE,ASST DELLA BRIANZA,"VIA GIUDITTA BRAMBILLA, 11 - VIMERCATE (MB)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,VIMERCATE,MB,45.6053412,9.3590128
CASA DI COMUNITÀ BRESCIA NAVE,ASST DEGLI SPEDALI CIVILI DI BRESCIA,"VIA BRESCIA, 155 - NAVE (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,NAVE,BS,45.5842066,10.2790661
CASA DI COMUNITÀ AGOI BORMIO,ASST DELLA VALTELLINA E DELL'ALTO LARIO,"VIA AGOI, 8 - BORMIO (SO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BORMIO,SO,46.4615151,10.35957
CASA DI COMUNITÀ RAFFAELLO TRAVAGLIATO,ASST DEGLI SPEDALI CIVILI DI BRESCIA,"VIA RAFFAELLO, 24 - TRAVAGLIATO (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,TRAVAGLIATO,BS,45.5273822,10.0830542
CASA DI COMUNITÀ DON ORIONE MILANO,ASST FATEBENEFRATELLI SACCO,"VIA DON ORIONE, 2 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.6049171,9.5120927
CASA DI COMUNITÀ AMADINI TAVERNOLE SUL MELLA,ASST DEGLI SPEDALI CIVILI DI BRESCIA,"VIA AMADINI, 43 - TAVERNOLE SUL MELLA (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,TAVERNOLE SUL MELLA,BS,45.7498244,10.2411325
CASA DI COMUNITÀ MONREALE MILANO,ASST SANTI PAOLO E CARLO,"VIA MONREALE, 13 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.4760329,9.139687
CASA DI COMUNITÀ BETELLI DALMINE,ASST DI BERGAMO OVEST,"VIALE NATALE BETELLI, 2 - DALMINE (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,DALMINE,BG,45.648401,9.6020887
CASA DI COMUNITÀ MAGGIORE MARTINENGO,ASST DI BERGAMO OVEST,"PIAZZA MAGGIORE, 11 - MARTINENGO (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MARTINENGO,BG,45.5706925,9.7673196
CASA DI COMUNITÀ MATTEOTTI TREVIGLIO,ASST DI BERGAMO OVEST,"VIA MATTEOTTI, 4 - TREVIGLIO (BG)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,TREVIGLIO,BG,45.5198839,9.5909047
CASA DI COMUNITÀ S. FRANCESCO PIOLTELLO,ASST MELEGNANO E DELLA MARTESANA,"VIA S. FRANCESCO, 16 - PIOLTELLO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,PIOLTELLO,MI,45.4978726,9.3236323
CASA DI COMUNITÀ PRADELLI BERBENNO DI VALTELLINA,ASST DELLA VALTELLINA E DELL'ALTO LARIO,"VIA PRADELLI, 215 - BERBENNO DI VALTELLINA (SO)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,BERBENNO DI VALTELLINA,SO,46.163843,9.7366017
CASA DI COMUNITÀ ALDO MORO OLGIATE MOLGORA,ASST DI LECCO,"VIA ALDO MORO, 8/10 - OLGIATE MOLGORA (LC)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,OLGIATE MOLGORA,LC,45.7227724,9.3986973
CASA DI COMUNITÀ MAZZINI FLERO,ASST DEGLI SPEDALI CIVILI DI BRESCIA,"VIA MAZZINI, 15 - FLERO (BS)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,FLERO,BS,45.4822956,10.1769254
CASA DI COMUNITÀ RUGABELLA MILANO,ASST FATEBENEFRATELLI SACCO,"VIA RUGABELLA, 4 - MILANO (MI)",,,,,,,CASA DI COMUNITÀ,CASA DI COMUNITÀ,MILANO,MI,45.458984,9.1891977
